Status ,Find companies,Name,Description,Primary Industry,Size,Type,Location,Country,Domain,LinkedIn URL,Solar Developer True Or_False,Contains Relevant Keywords,Link Of_Page,Utility_Check,Residential Mention,Find warm intros to company,Connection Strength Normalized,Connector Overlap,Internal Connector Owner,Name of Person Connected,Linkedin Url of Connector,Work Email,Connector Current Company Name,Connector Current Title,Find Contacts at Company,Find people at company,Find people at company (SMB),Find people,Find people at company (2),Custom Waterfall,Send table data,Referral Request,Details 
,,The UP Companies,"The UP Companies is one of the region’s largest full-service MBE-certified contracting companies offering all-inclusive and convenient solutions for general contractors, owners and facilities management professionals. For almost a decade, UPCO has focused on its mission of Building UP Communities through Innovation, Diversity, and Integrity, providing superior design & contracting services through each of their distinct business units. For more information, go to www.theupcompanies.com.

Power UP is a full-service minority owned electrical contractor serving commercial, senior living, multi-family, industrial, and institutional customers throughout the Midwest, specializing in design/build.  Full services include design, new construction, renovations, 24-hour service, maintenance, data & communications, and solar installations.

Square UP Builders is one of the region’s largest full-service carpentry contractors specializing in challenging projects where highly skilled carpenters are required to deliver on tough schedules while maintaining the highest standards of quality and safety. Services include wood and metal framing, panelized and prefabricated installations, composite framing systems, deck shoring, finish carpentry, casework, trim, paneling, door and hardware installations, siding and exterior skin systems, seating systems, metal studs, drywall, taping, and ceiling and acoustical system installations.  Minority owned and certified.

Hustle UP is a certified minority owned business offering general labor, selective demolition, general clean up, site maintenance and final cleaning services.  Hustle UP offers a highly diverse and extremely productive union workforce.  All field staff are third party fit-tested and complete a thorough safety orientation before being deployed to any project.",Construction,51-200 employees,Privately Held,"St. Louis, MO",United States,theupcompanies.com,https://www.linkedin.com/company/theupcompanies,TRUE,TRUE,https://theupcompanies.com/featuredprojects,FALSE,TRUE,❌ No relationships found,,,,,,,,,,✅ Found 10 people,,,,,,,
,,Thompson Solutions Group,"We are a full service HVAC, mechanical, electrical, plumbing, and technology company that uses advanced technology and innovative solutions to help businesses operate more efficiently, securely, and safely.

Thompson Solutions Group is a forward-thinking innovative leader in the industry with the ability to revolutionize its business model. We utilize technology in every aspect of our business from our electricians to estimating, arc flash risk assessment, infrared thermal imaging, 3D, CAD, BIM/Revit, electrical preventive maintenance (EPM), Solar, Automation and Controls, Robotics, design-build, prefabrication, life safety and security to project management and field supervision.

Today, Thompson is still dedicated to providing quality products and expertise to a wide variety of markets throughout the Midwest. 
  
Call Thompson
Sioux City - (712) 252-4221
Omaha - (402) 891-9480
Sioux Falls - (605) 331-4588",Construction,"501-1,000 employees",Privately Held,"Sioux City, Iowa",United States,thompsonsolutionsgroup.com,https://www.linkedin.com/company/thompsonsolutionsgroup,TRUE,TRUE,https://thompsonsolutionsgroup.com/#industries-we-serve,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 6 People,,,,,,✅ Sent 6 rows,,
,,Timberline Communications Inc. (TCI),"In 2002, Steven Kelly, President of Timberline Construction Corporation (TCC) and Timberline Communications Inc. (TCI), began to fulfill his vision of building a premier general contracting and wireless construction company. Timberline evolved into one of Northeast’s most respected mid-size construction firms with both a wireless division and general contracting division. Together Timberline has continued to provide high corporate standards while working in partnership with some of the area’s leading wireless providers, corporations and institutions.

In 2017, the growth of Timberline Construction's wireless division led to the establishment of a dedicated Timberline company, to focus on its telecommunication services, Timberline Communications Inc (TCI). As we celebrate over 18 years in business, we have recognized the expansion of our client base within the Wireless Telecommunications industry over that time. It has now become a much more global than regional marketplace and felt it necessary to create a more industry specific identifiable brand.

Over the years Timberline has completed projects ranging in size from ongoing network maintenance to multiple carrier rooftop equipment relocations in downtown Boston and the installation of a complete DAS network in the Central Artery Tunnel/Big Dig that services all carriers on one network. Whether it is coax and panel antennas for a cellular network, elliptical waveguide and high performances dishes for a microwave network or fiber optic cable and DC power for a newly emerging LTE network, we are there for our clients.",Telecommunications,51-200 employees,Privately Held,"Canton, MA",United States,timberlinecommunications.com,https://www.linkedin.com/company/timberlinecommunications-inc,TRUE,TRUE,https://www.timberlinecommunications.com/about/self-performance/,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Titan Solar Power,"EnergyAid acquired Titan Solar Power's intellectual property (IP) in March of 2025 through bankruptcy court. EnergyAid hires, trains, and deploys residential solar and battery technicians to maintain and repair broken systems.

If you are a Titan Solar Power customer, we have acquired your data, including solar monitoring access at your manufacture. This allows us to pro-actively monitor your system and contact you when alert issues come up. 

We have a $9 a month membership program for out of business installers customers. It includes discounts on our services, pro-active monitoring, and remote troubleshooting options. Please call us for more information. 877-787-0607.

We would like to be your contractor going forward!

Titan handles all aspects of a solar module installation. We take pride in our work and know that it will stand the test of time. Solar is what we do and what we excel at.  As a Titan partner, you can rest assured we are just as committed to ensuring every one of your customers are elated with their decision to go solar.

We’ve also worked hard to build a supportive, team-based culture that inspires our employees to support both our partners’ and dealers’ short-term and long-term growth. Solar is ever changing, and we are committed to evolving with the industry. We motivate our employees to not only excel within their departments, but to search for new ways to advance within their field.","Appliances, Electrical, and Electronics Manufacturing","1,001-5,000 employees",Privately Held,"Santa Ana, California",United States,titansolarpower.com,https://www.linkedin.com/company/titansolarpower,TRUE,TRUE,https://titansolarpower.com/careers/,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 10 people,,,,,✅ Sent 0 rows,,
,,Torgeson Electric Co,"Torgeson Electric’s vision is to be a leader in the electrical industry, dedicated to growth and continual quality improvement by consistently meeting or exceeding our customer’s expectations.",Construction,51-200 employees,Privately Held,"Topeka , KS",United States,torgesonelectric.com,https://www.linkedin.com/company/torgeson-electric-co,TRUE,TRUE,http://torgesonelectric.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Transportation Solutions & Lighting | National Safety Systems,"We are a world-class supplier of Roadway, Lighting, and Emergency Management Solutions.  Specializing in Traffic Calming/Control/Signalization, LED/Solar Lighting, and Emergency Preparedness/Management.

In our more than 25 years of operation, TS&L has gained a wealth of experience and a unique perspective.  We approach every project with specificity and care.  Customer service is, and always will be, our top priority.",Public Safety,11-50 employees,Self Employed,"Coconut Creek, Florida",United States,tsandl.us,https://www.linkedin.com/company/transportation-solutions-lighting,TRUE,TRUE,http://tsandl.us/about,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Treepublic,"Treepublic was founded in 2010 and is dedicated to making our clean energy transition a joy.  As one of California’s leading commercial and residential solar and storage EPCs, Treepublic has built nearly 50MW of PV and 20MWh of storage across a wide variety of sites - from big box C&I for Fortune 100 clients, mixed-use/office parks, hotels, houses of worship, and public institutions to off-grid cabins, ranch homes, and lush estates. Treepublic educates first, and builds second, on the basis that a shared understanding of our dynamic energy future creates not only a sound investment but that much-needed trust in a long term energy partner. 

What are our Specialties?

- Commercial, Industrial, and Utilty Scale Installations between 30kW -25MW
- Residential Solar Installations between 3kW - 100kW
- Energy Storage / Battery Backup Systems 5kWh-5MWh (Tesla, Enphase, Sol-Ark, Fortress, and Schneider Electric Systems)
- Commercial Carports
- EV Charging Station Installation (Level 2-3)

What defines Treepublic?

- We tend to think of solar energy as a friendly handshake with the sun; a cosmic gift to our pale blue dot. We want everyone to experience the benefits of capturing the photons of our nearest star for their daily household, commercial, and industrial energy use. After all, those photons did travel almost ten minutes to get here—let’s make their trip worthwhile!

- On a practical level, we are hypersensitive about three things, (a) courtesy (evidenced by a nearly flawless decade-plus 5-star review record), (b) equipment quality (Q-Cells or better on panels, Enphase / SMA or equiv with inverters), and (c) elite craftsmanship (our exclusively in-house install teams have 250 years of combined experience, with project mgmt/office team adding 100+ years of experience across AHJs and utilities statewide)

- We think of every project as an extension of our own, which is where we began.",Renewable Energy Power Generation,51-200 employees,Privately Held,"Los Angeles, California",United States,treepublic.com,https://www.linkedin.com/company/treepublic,TRUE,TRUE,https://treepublic.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Tribal Energy Alternatives,"Originally founded as two separate programs under GRID Alternatives, the Tribal Solar Accelerator Fund and National Tribal Program, were launched to create opportunities for tribes by focusing on partnership development, individual workforce training and education, along with solar installation and implementation. After merging as a single unified program, TSAF and NTP expanded and rebranded as Tribal Energy Alternatives - A GRID Affiliate.

Our mission is to support Tribal Nations build community-powered solutions to advance economic and environmental justice through sustainable energy.
Our vision is a balanced transition to energy sovereignty for Tribal Nations grounded in traditional values for future generations.

Growth - We embrace a growth mindset, always seeking opportunities to improve our understanding and actions, both individually and as a team. This principle extends to the physical growth of our community through strategic engagement and thoughtful development.
Opportunity - We recognize the importance of providing renewable energy alternatives and resources among our indigenous relatives in their respective communities, where they can also contribute to and benefit from
our collaborations.
Engagement - We strive to cultivate an inclusive environment where every individual is empowered to contribute and share their unique perspectives and experiences.",Solar Electric Power Generation,11-50 employees,Non Profit,"Denver, Colorado",United States,tribalalternatives.org,https://www.linkedin.com/company/tribal-energy-alternatives,TRUE,TRUE,https://tribalalternatives.org/facility-and-residential-grant-program,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Tribal Solar Accelerator Fund,"The Tribal Solar Accelerator Fund (TSAF) works in partnership with tribes to bring technical, financial, and cultural resources to support their projects and address their unique challenges and opportunities.

At its core, TSAF is about mobilizing and developing tribal solar projects and integrating workforce development and training, nation-building, and strengthening the energy resilience of tribal communities with visions for a clean energy outlook for generations to come. The TSAF supports tribes in asserting control over their energy resources and focuses on making solar implementation feasible by leveraging state and federal programs, philanthropic dollars, and partnerships with other tribes across Indian County.

The TSAF remains one of the only grantmaking programs specifically designated for tribal solar projects and cultivating the next generation of tribal energy leaders. Through our grants, fellowships, and scholarships, we are strengthening the capacity of Indian Country to lead the way to a renewable energy future.",Solar Electric Power Generation,2-10 employees,Non Profit,"Denver, Colorado",United States,tribalsolar.org,https://www.linkedin.com/company/tribal-solar-accelerator-fund,TRUE,TRUE,https://tribalalternatives.org/education,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,TriSMART Solar,"Our mission is to help people achieve energy independence quickly, easily, and affordably using the power of the sun and teamwork.

TriSmart Solar provides clean and reliable solar power and storage systems to homes and businesses to keep them running smoothly. Each TriSMART Solar system to backed by an unbeatable warranty that you can depend on for years to come.",Services for Renewable Energy,201-500 employees,Privately Held,"Houston, Texas",United States,trismartsolar.com,https://www.linkedin.com/company/trismart-solar,TRUE,TRUE,https://trismartsolar.com/givepower/,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,Tron Solar,"Tron Solar is a clean energy company dedicated to make the world we live in, livable for our future generations.  We offer the best products, best warranties, and best financing in the industry.",Renewable Energy Power Generation,51-200 employees,Privately Held,"Vernon Hills, Illinois",United States,tron.solar,https://www.linkedin.com/company/tron-solar,TRUE,TRUE,https://tron.solar/our-customers/,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,True Solar,"As a locally rooted and community-driven solar installation company, we take immense pride in our commitment to delivering excellence with every single installation. Our mission is to bring the numerous benefits of solar energy to your doorstep, and we do so by combining the latest technology, a passion for sustainability, and a dedication to impeccable craftsmanship. With deep ties to the local landscape and a keen understanding of Iowa's unique solar potential, we tailor each installation to maximize efficiency, savings, and environmental impact. When you choose True Solar, you're not just choosing a solar provider – you're choosing a partnership that values quality, integrity, and the bright future of our community.",Solar Electric Power Generation,11-50 employees,Privately Held,"Tiffin, Iowa",United States,truesolariowa.com,https://www.linkedin.com/company/true-solar-iowa,TRUE,TRUE,http://truesolariowa.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 8 people,,,,,✅ Sent 0 rows,,
,,Trust Roofing,"One of the largest and most reputable roofing companies servicing the greater Tampa Bay area with expansion plans. Trust Roofing services commercial and residential roofing needs. Our goal is to raise the bar in our industry in how we care for our employees, clients and partner's.",Construction,51-200 employees,Privately Held,"Largo, Florida",United States,trustroofing.com,https://www.linkedin.com/company/trust-roofing,TRUE,TRUE,https://trustroofing.com/commercial-roofing,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,UGE,"At UGE we're working to make renewable energy accessible and affordable for all. We develop, own, and operate community and commercial solar & battery storage projects, bringing cheaper, cleaner, and more reliable energy to communities around the country. Visit us at www.ugei.com.",Solar Electric Power Generation,51-200 employees,Privately Held,"New York, New York",United States,ugei.com,https://www.linkedin.com/company/uge-international,TRUE,TRUE,https://ugei.com/building-owners,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 8 People,,,,,,✅ Sent 8 rows,,
,,Unico Properties LLC,"Unico Properties LLC. a subsidiary of Unico Investment Group LLC, is a real estate investment and operating firm comprising of 17 million square feet of primarily office and multifamily properties in dynamic markets throughout the United States. Since 1996, Unico has sponsored over 55 investment vehicles including discretionary institutional funds, joint-ventures, private high-net-worth funds, and qualified opportunity funds. Unico’s investments span the risk spectrum on core, core-plus, value-add, and development, with a strategic focus on growth markets, including Seattle, Portland, Denver, Austin, Salt Lake City, and Nashville.

Subsidiaries and Brands

Unico Solar Investors — Solar investments, deployment, and services http://unicosolarinvestors.com/",Real Estate,201-500 employees,Privately Held,"Seattle, WA",United States,unicoprop.com,https://www.linkedin.com/company/unicoprop,TRUE,TRUE,http://unicoprop.com/company/esg,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Universal Contracting - Roofing Division,"At Universal Contracting & Solar, we offer roof repair, roof replacement, solar installation, and maintenance programs to keep your residential, commercial, and multifamily property in top condition. We are licensed, insured, and bonded in the State of Florida. Headquartered in Fort Myers, Florida, we have local staff servicing thousands of clients annually with regional offices in Ft. Myers, Orlando, Tampa, and their surrounding communities!

Our company is a member of the Florida Roofing & Sheet Metal Association and the Tile Roofing Industry Alliance (TRI). We have an A+ rating with the BBB, and we are an Elite Contractor through Home Advisor. For our commercial and multi-family clients, Universal Contracting & Solar of Florida is a member of Compliance Depot.",Construction,51-200 employees,Privately Held,"Lehigh Acres, Florida",United States,ucroof.com,https://www.linkedin.com/company/universal-contracting-of-fl,TRUE,TRUE,https://ucroof.com/commercial-roofing,FALSE,TRUE,,,,,,,,,,,,,,,,,,
,,Universal Renewables,"Universal Renewables has revolutionized rooftop solar installations by making solar power systems possible and economical in ways that traditional ballasted and flush-mount systems cannot. UR's technology enables solar projects on even the most crowded, challenging rooftops. 

The elevated rooftop solar power system is installed above all existing equipment on your current roof, and eliminates the hassle of removing and replacing solar equipment for roof repairs or replacements.",Solar Electric Power Generation,11-50 employees,Privately Held,"Washington, District of Columbia",United States,universalrenewables.com,https://www.linkedin.com/company/universal-renewables,TRUE,TRUE,https://universalrenewables.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 2 People,,,,,,✅ Sent 2 rows,,
,,Universal Solar Direct,"We are pioneers in the Solar Energy and Energy Storage Industry. Our Organization’s core values keep our teams aligned with our underlying purpose “Working Together for the Overall Greater Cause; The Future.” 


We inform, educate and install residential and commercial solar energy and energy storage solutions.",Construction,51-200 employees,Privately Held,"Las Vegas, Nevada",United States,universalsolardirect.com,https://www.linkedin.com/company/universal-solar-direct-las-vegas,TRUE,TRUE,https://universalsolardirect.com/commercial-installation.php,FALSE,TRUE,,,,,,,,,,,,,,,,,,
,,Urbanstrong,"Urbanstrong offers design-build-maintenance services for living walls, green roofs, and solar integrated green roofs in the Northeast and beyond. In total, we have installed hundreds of thousands of square feet of green roofs and living walls. These concept-to-build solutions are engineered to deliver an attractive return on investment while improving the quality of life for occupants.

Urbanstrong works with architects, developers, property facility managers, sustainability managers, and building owners to help them: 

• boost property values
• reduce energy expenditures
• improve occupant health and wellness
• reinvest in their building asset with a proven ROI
• reduce their environmental footprint
• green their brand  

Problem: Overwhelmed with working with too many green infrastructure providers, and don’t know where to turn for some greening? 
Solution: Urbanstrong offers a one-stop-shop for all green infrastructure: green roofs, living walls, integrated solar, green dividers, interior greening, biophilic office space design

Problem: Need more continued education credits (CEUs)?
Solution: Urbanstrong provides lunch & learn presentations

Problem: Don’t want to deal with a variety of crews for the different phases of development?
Solution: Urbanstrong does the design, build, and maintenance

Problem: Don’t know which technology is the best and most affordable for your project needs? 
Solution: Urbanstrong works with a broad range of technologies (i.e., technology agnostic), and will use the best solution for your project specs and budget

Our teams' award-winning work has been featured in national newspapers (New York Times, Wall Street Journal), real estate journals (NY Real Estate Journal, Real Estate Weekly), design publications (Architectural Digest, American Builders Quarterly), and local condo guides (The New York Co-Operator).

To discuss your needs, or schedule a Lunch'n'Learn for CEUs, contact info@urbanstrong.com",Environmental Services,2-10 employees,Privately Held,"Brooklyn, New York",United States,urbanstrong.com,https://www.linkedin.com/company/urbanstrong-llc,TRUE,TRUE,https://urbanstrong.com/about-us/,FALSE,TRUE,❌ No relationships found,,,,,,,,,❌ No Profile Found,✅ Found 3 people,,,,,✅ Sent 0 rows,,
,,US GREEN Energy Technologies,"We are committed to providing you the most innovative and comprehensive energy management solutions. From Solar Energy, waterless synthetic grass, energy star efficient windows to the world's quietest whole-house fan.
Together we are ensuring that individuals and companies take control of ever increasing energy bills, contribute to USA's self-reliance on its energy needs and create a long term solution, maintaining our environment for future generations.

We are a San Diego based energy upgrader serving all of Southern California. Today's consumers are both the most educated and knowledgeable in history and we are positioned to be the leader in offering these consumers Energy and Water Management Solutions. Our customized solutions incorporates Solar Energy, Realistic Artificial Turf, Energy Efficient Windows, Natural Home Cooling systems and Smart Home Integration. A key component of our past and future sustainability continues to be our commitment to recognizing new technologies as opportunities within the energy sector. By utilizing this approach we continue to evolve and is able to offer our customers the most advanced technologies to ""enhance their standard of living"".

US Green Energy Technologies is committed to utilizing the most innovative and efficient energy systems, ensuring that individuals and companies take control of ever increasing energy bills, contribute to USA's self-reliance on its energy needs creating a long term solutions, maintaining our environment for future generations.",Environmental Services,11-50 employees,Privately Held,"San Diego, CA",United States,usgreensolar.com,https://www.linkedin.com/company/us-green-energy-technologies,TRUE,TRUE,https://usgreensolar.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Utilities One Group,"Utilities One was founded in 2016, evolving from our sister company, MoldCable, which focused on cable installation and repair. With a vision to drive impactful change in an ever-evolving tech landscape, Utilities One emerged as a leader in infrastructure solutions.

Today, Utilities One delivers comprehensive services across Telecommunications, Power Utilities, Renewable Energy, Water Utilities, Wireless Carriers and Technology Deployment.

As a nationwide Telecom Service Provider, Utilities One supports Wireline ILEC & CLEC providers and Wireless Carriers, offering turnkey Engineering, Design, and Construction services for Wireline Projects, such as FTTx, FTTH, FTTP, FTTC, FTTN, along with maintenance services.

Understanding the pivotal role of Wireless networks, we deliver end-to-end solutions for site builds, modifications, antenna installations, and Small Cell/DAS deployments, with expertise in Site Acquisition, Project Management, and Maintenance.

We partner with major Electric providers to build Overhead and Underground Distribution and Transmission lines and lead Grid Modernization with Smart Grid solutions, Emergency Storm Restoration, and Maintenance services.

Utilities One Water delivers sustainable, resilient water utility solutions for communities and businesses, from infrastructure and maintenance to storm response and system upgrades, ensuring safe, reliable water access today and for the future.

In Gas Utilities, our Construction and Engineering services span Distribution and Pipeline projects, aligning with leading Gas Utilities nationwide.

Committed to sustainability, Utilities One offers full Design/Build EPC services for Solar Systems, Wind Farms, and EV networks. Founded to reshape the industry, Utilities One is driven by a mission to create positive, lasting impacts that benefit communities and drive progress.",Utilities,"1,001-5,000 employees",Privately Held,"Voorhees, New Jersey",United States,utilitiesone.com,https://www.linkedin.com/company/utilitiesone,TRUE,TRUE,https://utilitiesone.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,VALOR Roof and Solar,"If you’re looking for an experienced residential or commercial roofing contractor, Valor Roof and Solar is here to help. Valor Roof and Solar in Colorado provides residential roofing services to customers throughout the Denver metro area including Westminster, Lakewood, Longmont, Littleton, Aurora, and Parker, CO.

Whether you have an emergency or just think it’s time for a new roof, we are the roofing company to call. We specialize in both commercial and residential roofing installations, repairs, maintenance, and inspection, as well as solar installation, gutters, windows, painting, and roof maintenance.",Construction,11-50 employees,Partnership,"Sheridan, Colorado",United States,valorroofandsolar.com,https://www.linkedin.com/company/valor-roof-and-solar,TRUE,TRUE,https://valorroofandsolar.com/commercial-roofing,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Valta Energy,"Founded in 2009, Valta Inc. along with its family of companies (“Valta”), is a renewable energy company that originates, acquires, develops, finances, constructs, owns, and operates clean-energy projects across the United States. Valta owns and operates clean-energy projects in the commercial, industrial, small-utility, and community solar sectors. Valta has solar installations across a diverse set of geographies for municipal, utility, and commercial off-takers, (buyers of solar electricity).

Valta’s projects pass strict technical and credit criteria to ensure steady cash flows and attractive dividends for investors. Valta has over 120 MW of solar assets under management; either under construction or in operation.",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,"Dana Point, California",United States,valtaenergy.com,https://www.linkedin.com/company/valtaenergy,TRUE,TRUE,https://valtaenergy.com,FALSE,TRUE,,,,,,,,,,Found 6 People,,,,,,✅ Sent 6 rows,,
,,Van Wall Equipment,"Van Wall Equipment has a proud history as a John Deere dealer dating back to 1944, when the first dealership, known as Wall Implement, was opened on Main Street in Woodward, Iowa. Since that time Van Wall Equipment has grown into one of the largest John Deere dealership groups in the country with over 600 employees and 31 John Deere locations spanning four states in the Midwest including Iowa, Illinois, Kansas, and Nebraska. Van Wall is proud to sell and service a wide range of John Deere equipment including products specialized for agriculture, golf & turf, light construction, commercial, and lawn and garden applications. Additionally, our precision agriculture team and our solar energy team deliver a breadth of complementary products and services to improve the profitability and competitiveness of our growers.

Our diversified dealership group also includes two additional locations that, together with some of our John Deere locations, provide the foundation for our Van Wall Powersports division. Van Wall Powersports provides sales and service across a wide range of brands including Polaris, Honda, Yamaha, Indian Motorcycles, and BMW Motorcycles.

As a family owned business, Van Wall Equipment supports the core values of honesty, integrity, courtesy, respect, and safety to exceed our customer’s expectations while supporting our communities we serve. We strive to provide the products and services that will consistently make Van Wall Equipment the clear first choice.",Machinery Manufacturing,"501-1,000 employees",Privately Held,"Perry, IA",United States,vanwall.com,https://www.linkedin.com/company/van-wall-equipment,TRUE,TRUE,https://vanwall.com/sponsorship/,FALSE,TRUE,❌ No relationships found,,,,,,,,,,,,,,,,,
,,Venture Solar,"Venture Solar is a solar panel installation company serving the Northeast. We help homeowners and businesses lower their electric bills by making the switch to clean, affordable solar energy.",Renewable Energy Semiconductor Manufacturing,201-500 employees,Privately Held,"Brooklyn, NY",United States,venturesolar.com,https://www.linkedin.com/company/venture-home-solar,TRUE,TRUE,https://venturesolar.com/commercial-solar,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 6 People,,,,,,✅ Sent 6 rows,,
,,Verdonck Partners,"Financial advisory for energy and infrastructure
- Sell-side and buy-side advisory for US and international institutional and strategic investors
- Capital advisory and raising for leading renewable developers
- Development services including PPA advisory and origination

Securities offered through Finalis Securities LLC Member FINRA/SIPC. Verdonck Partners and Finalis Securities LLC are separate, unaffiliated entities.'",Financial Services,2-10 employees,Privately Held,"New York, NY",United States,verdonck.com,https://www.linkedin.com/company/verdonck-partners,TRUE,TRUE,https://www.verdonck.com/advisory,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Vertical Roofing,"Vertical Roofing offers top-tier roofing and solar solutions for residential and commercial clients in Colorado and Florida. We specialize in energy-efficient services, including roof replacements, repairs, solar panel installations, and sustainable roofing options.

Our expertise covers traditional roofing systems, Euroshield roofs made from recycled tires, and solar roofing, such as GAF solar shingles, blending efficiency with aesthetics. Our integrated systems help clients save on energy bills while supporting a greener planet.

We are committed to customer satisfaction and eco-friendly solutions. Our skilled teams deliver tailored, transparent services on time and within budget. Contact us today for a complimentary consultation and explore how we can help you create a more energy-efficient future.",Construction,11-50 employees,Privately Held,"Denver, Colorado",United States,verticalroofingco.com,https://www.linkedin.com/company/vertical-roofing-co,TRUE,TRUE,https://verticalroofingco.com/commercial-roofing,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 6 People,,,,,,✅ Sent 6 rows,,
,,Villara Building Systems,"Villara is one of the nation’s largest mechanical contractors. With offices throughout Northern California and projects throughout the state, Villara designs, installs, maintains, repairs, and replaces HVAC, sheet metal, plumbing, and solar systems in single-family and multi-family residential projects and commercial buildings. With a 75+ year history for innovation, quality, and integrity, Villara is a respected trade contractor with extensive manufacturing, warehousing/ distribution, construction, and service operations.",Construction,"1,001-5,000 employees",Privately Held,"McClellan Park, California",United States,villara.com,https://www.linkedin.com/company/villara-building-systems,TRUE,TRUE,https://villara.com/community,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 3 People,,,,,,✅ Sent 3 rows,,
,,Vision Solar LLC,"Our mission is to be the affordable provider of solar energy for every homeowner - impacting people, communities, and the planet.",Solar Electric Power Generation,"1,001-5,000 employees",Privately Held,"Blackwood, New Jersey",United States,visionsolar.com,https://www.linkedin.com/company/visionsolarllc,TRUE,TRUE,https://visionsolarpower.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Vital Energy Solutions,"Vital Energy is a local and family-owned provider of solar, battery and generator powered solutions to homeowners and businesses throughout the Bay Area, since 1971!  Call now for your free energy analysis and proposal.   You can reach us at 707-800-3884 or power@vitalenergysolar.com.",Renewable Energy Power Generation,11-50 employees,Privately Held,"Sebastopol, CA",United States,vitalenergysolar.com,https://www.linkedin.com/company/vital-energy-solar,TRUE,TRUE,http://vitalenergysolar.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Voltaic Solaire,"In Voltaic Solaire, we are committed to changing how energy is produced through education and the installation of sustainable energy systems since 2008. Our goal is to provide homeowners and businesses with affordable local alternative clean energy choices over dependency on fossil fuels.

Follow us
www.instagram.com/voltaic.solaire
https://www.facebook.com/voltaicsolaire.us",Renewable Energy Semiconductor Manufacturing,11-50 employees,Partnership,New York,United States,voltaicsolaire.com,https://www.linkedin.com/company/voltaic-solaire,TRUE,TRUE,https://voltaicsolaire.com,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
,,Vorp Energy,"VE (Vorp Energy) designs and manufactures, in the USA, reliable and affordable Solar Power Solutions for the Surveillance, Security, Telecommunication industries. 

We have designed power kits for any low voltage DC power application, from locations with full-time AC power available, to part-time power sources (e.g. light poles energized at night, or unreliable power sources), to locations with no power available at all.

The Power Series Kits allow you to remotely power anything low voltage including multiple PoE devices. These kits are often used to power motion and beam detectors around large gated perimeters, multiple wireless antennas to create a wireless Bridge/Backhaul, remote Gas and Oil field equipment. 

VE also designs and builds Outdoor UPS backup systems along with ruggedized solar surveillance trailers.  

Learn more by filling out the form on this page or by contacting us directly: sales@vorpenergy.com

Some of our clientele includes: Tesla, GM, UPS, Costco, Boeing, Chevron, many Government agencies, Motorola, Toyota and more. 

With Vorp Energy you will receive the best value in the industry at a very reasonable price!",Security and Investigations,11-50 employees,Privately Held,"Rexburg, ID",United States,vorpenergy.com,https://www.linkedin.com/company/vorp-energy,TRUE,TRUE,https://vorpenergy.com/benefits-of-chp/?srsltid=AfmBOooaxgD6ROpcdMtXxdIBkCsbWmyljoXsnP3tBJLzrgfPjj-UUlSI,FALSE,TRUE,❌ No relationships found,,,,,,,,,Found 1 People,,,,,,✅ Sent,,
